order,text,rating,product
1192,"The ads say there is spotify app on the watch while it is just the control for the music played on the phone. Supports Deezer which is like spotify but you need to subscribe. Otherwise, nice gadget",3.0 out of 5 stars,Fitbit FB507BKBK Versa
1194,Display is better than my charge. Like the health metrics update.,4.0 out of 5 stars,Fitbit FB507BKBK Versa
1199,Love the alexa connectivity,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1202,Love my new Fitbit  Treated myself and I am delighted with it,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1203,The watch is comparable to my Daughter's Apple Watch at a fraction of the cost! Love it!,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1208,Battery not vey good  needs to be charged every other day glad I brought it when on special offer other wise I would have be very disappointed,1.0 out of 5 stars,Fitbit FB507BKBK Versa
1216,So convenient and easy to operate,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1223,its gud...i gifted it to my dad nd he luved it,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1224,Molto elegante anche se un po' altino. Tante funzioni. L'app non è sempre intuitiva.,4.0 out of 5 stars,Fitbit FB507BKBK Versa
1227,"Kann ich empfehlen, der Akku hält sehr lange",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1237,"I had the exact same issue with the first fit bit, but returned it and got a new one and now again it has stopped charging. I have bought new chargers in case that is the issue but its not. The watch now is totally dead, wont charge and of no use to anyone. It just seems to be a product problem as there are lots of reports online

Update L Amazon has kindly offered to return it.",3.0 out of 5 stars,Fitbit FB507BKBK Versa
1240,Not exactly in the Apple Watch league But not exactly Apple Watch price either at about 2/3rds of the cost great item for the price Love it!,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1242,El reloj muy bonito pero no cuenta bien los pasos .Al mover el brazo cuenta como si caminara,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1250,"Looks good works well, all ok",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1251,"My second fitbit, I’ve had it since Christmas & now it’s stopped working, have been told by Amazon that I need more up to date iphone.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1252,Very happy with it.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1253,"Not only functional  but an attractive watch. Not used all the functions yet, but of those used they seem accurate and consistent.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1254,This worked for all of 5 weeks then stopped tracking and recording data. Amazon would do nothing except pass you over to fitbit for you sort out yourself. Awful value for the 150 pounds cost. I could understand if it was a year or so old but I contacted them after only two months from purchase. Will never purchase another fitbit or anything electrical from Amazon again.,1.0 out of 5 stars,Fitbit FB507BKBK Versa
1261,I have purchased through amazon and there is no way of communicating with the fact that after only 3 months the battery life has gone down to 24 hours. This is not acceptable. there is no facility to communicate with the seller????,1.0 out of 5 stars,Fitbit FB507BKBK Versa
1263,prodotto ottimo e di ottima qualità. molto funzionale,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1264,"Incompatible with all the apps you may want to have on your phone. And a very short life battery, poor quality of plastic.",4.0 out of 5 stars,Fitbit FB507BKBK Versa
1266,App lässt sich sehr einfach installieren,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1267,Order on 11 Dec 2019 and received on 23 Dec 2019. Am very happy with the product and bought 1 more for my brother on 24 Dec 2019.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1274,Really good quality!!!! Would recommend... fantastic price....,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1281,Terrible reliability. The screen kept on crashing and freezing intermittently. This got gradually worse until it completely froze and became unusable.,1.0 out of 5 stars,Fitbit FB507BKBK Versa
1285,It is the second  one I have  had in year both  broke,1.0 out of 5 stars,Fitbit FB507BKBK Versa
1294,"This is my third FitBit.  They generally quit working within a year or just after.  True to form, my 3rd quit taking a charge 14 months after purchase.  I love FitBit but so disappointed they always quit taking a charge.  Hoping I will be able to get a replacement 😢",3.0 out of 5 stars,Fitbit FB507BKBK Versa
1295,Loved the colour - love the whole product!,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1296,"Inaccurate steps, far far far too sensitive to arm movement",3.0 out of 5 stars,Fitbit FB507BKBK Versa
1299,I love this watch there is little that I would change there is not a wide amount of apps to get on this watch but other wise you will love this watch,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1300,Sehr schöne Uhr,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1301,Good for keeping track of your exercise and sleep.  Looks good. Now I have to work out how to get music through it.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1305,Used to track how many steps I do.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1306,All the settings are fabulous,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1307,"Problemas para sincronizacion de la app con el terminal Huawei.
Problemas sincronizacion con spotify",4.0 out of 5 stars,Fitbit FB507BKBK Versa
1308,Richtig tolle Uhr und der Akku hält 7 Tage. I love it 😍,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1311,Had to return the first one as kept unexpectedly shutting down. No hassle return and replace. New one working fine,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1317,The watch stopped working within a months time. Highly disappointed with the seller and the product. Don’t waste money on this,1.0 out of 5 stars,Fitbit FB507BKBK Versa
1320,Very nice and cool overall. But the strap tends to very easily get covered in dust and dirt.,4.0 out of 5 stars,Fitbit FB507BKBK Versa
1324,"Smartwatch molto bello, facile da configurare con il cellulare e funziona benissimo.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1329,The divise is burned when it was charging,1.0 out of 5 stars,Fitbit FB507BKBK Versa
1333,item missing,1.0 out of 5 stars,Fitbit FB507BKBK Versa
1334,Lovely product,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1340,Very good value for money. Smart looking watch,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1346,Love it,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1352,Costly as per other competitors.,4.0 out of 5 stars,Fitbit FB507BKBK Versa
1354,Its a nice product and worth its cost,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1358,Fabulous love,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1361,Muy practico,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1362,This is totally fake product  after using 5 days the battery of the watch is discharge in every 12 hours and Many time u will face bluetooth will be automatically discounted automatically now after 4 days charger is not working worst experience,1.0 out of 5 stars,Fitbit FB507BKBK Versa
1363,Se vincula al móvil pero no conecta el Bluetooth para WhatsApp ni llamadas... No se me conecta con huawei p30 lite,1.0 out of 5 stars,Fitbit FB507BKBK Versa
1364,"Elle serais très bien,et pratique pour le sommeil et un suivi comme le promets de donnée si elle ne ce déchargé pas si vite et pour le prix sa fait chère déçu",2.0 out of 5 stars,Fitbit FB507BKBK Versa
1366,schöne Smartwatch. Gute Funktionen und man kann immer wieder andere Armbänder einsetzen.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1372,Fantastic,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1375,"Great product. Wish I had bought this first instead of buying cheap versions. Connects great to my Samsung mobile and it is very user friendly. Battery life is great too considering how much I use it. The colour has not faded in the strap either.

Would recommend buying a screen protector for it.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1376,Super Uhr hält was sie verspricht bin top zufrieden.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1377,It didn’t last long but I was given a 50 percent discount off a newer model or a straight replacement so went for the Versa Sense as I wouldn’t trust the Versa 2.,3.0 out of 5 stars,Fitbit FB507BKBK Versa
1378,Good 👍,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1381,Love this watch but I wish the premium was cheaper.. very expensive.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1383,"Liked the health tracking
Not keen on paying for certain items",4.0 out of 5 stars,Fitbit FB507BKBK Versa
1386,All good,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1388,"Un excelente producto!!!

Fácil configuración",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1389,Elegante smartwatch completo delle funzioni importanti con l'opzione comandi vocali Alexa,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1392,Rapidez en la entrega y excelente precio. Y en conjunto con la aplicación móvil en tu cel te ayudan a complementar el ejercicio.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1393,Super clear watch face and gentle prompts to motivate you to beat your targets. Also great looking and very comfortable to wear.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1394,Good quality and fast delivery . Works perfect.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1395,"Nel quotidiano è un ""compagno"" affidabile e preciso. Ha sotto controllo le funzioni relative alle mie attività. Pienamente soddisfatta anche per la durata della batteria. I servizi che offre l'app di Fitbit sono veramente utili. Il controllo della qualità del sonno mi ha fatto comprendere quanto sia utile dormire bene.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1398,Complicated to operate. And if we are roaming in car then it will counting steps. Totally waste of money.,3.0 out of 5 stars,Fitbit FB507BKBK Versa
1399,Excellent,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1401,Excellent product not sure the calorie usage is that precise,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1402,Lo compré para mí mujer lo ha gustado. gracias Amazon por mandarme uno de nuevo el primer pedido no llegó..,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1408,Prezzo un po troppo elevato per la qualità dell'orologio. A meno prezzo se ne trovano con molte piu funzioni,3.0 out of 5 stars,Fitbit FB507BKBK Versa
1411,Hoping this one lasts unlike the other thinner one whose strap failed and as replacement would not work.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1412,"I bought this as a gift to my wife after trying Fitbit inspire band didn't fit her wrist. It looks so cool and stylish, my wife really happy with it.
There is nothing wrong with the app and tracking information the watch providing compared to most smartwatch. But compared to my Garmin watch it's definitely not on the same level of details and accuracy but considering it's half the price too I'm happy wth it.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1414,Absolutely love this ...everything about it definitely worth buying,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1417,"Love it, way better than the charge 3.
Battery last longer, good to keep an eye on your sleep and heart right.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1420,"I am finding problem with the battery. After fully recharged 100% it gets swtich off and show very little battery charged.
Please do return it asap.",1.0 out of 5 stars,Fitbit FB507BKBK Versa
1421,I bought this versa to improve sleep monitoring but it is no better. Usually get 3-4 hours of monitoring only Very disappointing !,4.0 out of 5 stars,Fitbit FB507BKBK Versa
1422,10/10 FOR THSI SMART WATCH,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1427,Very good product . Love this,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1429,"Prodotto originale
Ben imballato
Consegnato nei tempi previsti
Ottimo rapporto qualità-prezzo
Veramente bello
Lo ricomprerei",4.0 out of 5 stars,Fitbit FB507BKBK Versa
1432,"No battery indicator on the watch itself
Always want you to permanently connect to bluetooth and  wants to tell the  whole !@#$%^ world what you are doing.  It has no option to ""never see this nag screen again""
No option to select your preferred exercise as top option - walking is on a second screen, first screen options are not viable for those who are physically capable of them.",2.0 out of 5 stars,Fitbit FB507BKBK Versa
1433,Love this.  Really great purchase,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1434,"To whom this may concern, I am deeply concerned with thy troglodyte you have employed to package said item.
I was extremely excited to track thy steps, not calculate thy steps on said calculator.
In conclusion, I am deeply concerned this bad review. 0/10 would not recommend to a friend, worst Fitbit ever.

Sincerely
Pissed off customer",1.0 out of 5 stars,Fitbit FB507BKBK Versa
1435,"Leider hat das GPS komplett versagt. Eine Fahrradstrecke von über 10km wurden mit der Uhr als 1,5km erfasst. Demnach auch falsche Kalorienanzahl. Ansonsten zufrieden.",2.0 out of 5 stars,Fitbit FB507BKBK Versa
1438,I luv this Fitbit and find it helps me to keep moving .. luv the sleep mode as i see what’s been going on,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1443,Excellent value and great battery,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1445,Good buy,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1447,"It WAS great, until a week later and it no longer syncs with the app. Don't waste your money, the app creators keep getting negative reviews and don't bother to fix the app. What's the point of a smart watch with no smart?? Might as well have got a brick and taped it to my wrist.  If they don't bother to fix the app, I will see about returning the product, this is ridiculous.",2.0 out of 5 stars,Fitbit FB507BKBK Versa
1452,Hard work to setup but it’s ok once you get it sorted,4.0 out of 5 stars,Fitbit FB507BKBK Versa
1457,Great functions use it every day!,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1458,La mejor compra!!!,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1460,This is an amazing watch. It keeps track of everything and also good battery life on it. I would defo recommend it. 5*****,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1474,Top,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1479,Un smartwach súper completo. Lástima que la aplicación que usa para conectar con el smartphone sea incompatible con una infinidad de modelos..... Por lo demás genial,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1481,"Tha battery life is good  , I am now conscious how many steps I am walking and trying to extend them each day . My sleep tracking has helped knowing how little I sleep, now I am trying to improve that",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1495,Charger is not working properly.  Overall hanging problem is also there... not recommended...,1.0 out of 5 stars,Fitbit FB507BKBK Versa
1501,"The band on this watch is far too uncomfortable, integration with other apps was inconsistent which was part of the reason for purchasing. Syncing with the Fitbit app was also too unreliable. Returned for a refund",1.0 out of 5 stars,Fitbit FB507BKBK Versa
1504,Si scollega sempre e non vibra alle chiamate,2.0 out of 5 stars,Fitbit FB507BKBK Versa
1505,"Ottimo, per tenersi in forma",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1510,Good bat life...lack of gps is a pain though,4.0 out of 5 stars,Fitbit FB507BKBK Versa
1511,Ottimo prodotto tt me lo invidiano,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1512,My wife can't live without her Fitbit,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1514,Battery is shocking has 60 % this morning now completely gone not touched it,2.0 out of 5 stars,Fitbit FB507BKBK Versa
1526,Prefect that all I can say,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1527,"Very nice stile, simple to use and conect to your phone. The apps included are useful I'd you are into sports. I run with stroller and even if I don't move the wrist it counts the steps. I love it!",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1531,Great product,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1533,"Prodotto ottimo. Peccato che con huawei non funzioni bene, ma per quello che lo uso io va bene.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1536,Muy chulo,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1540,No service center in india.,1.0 out of 5 stars,Fitbit FB507BKBK Versa
1543,Very happy with this,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1546,Ottimo orologio,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1547,"Perfect for exercising it tracks really well. The reason it's not 5 stars is that you can wear it all night as it started giving me a red mark on my hand which I thought was not great for my skin, so I haven't been able to sleep track however overall it has been perfect for everything else.",4.0 out of 5 stars,Fitbit FB507BKBK Versa
1549,"Nothing wrong with the watch, unfortunately I had a rather painful reaction after a few days and can no longer wear it.",3.0 out of 5 stars,Fitbit FB507BKBK Versa
1554,Really good Fitbit - logs sleep and exercise well. Great apps on watch. Good battery life.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1559,Like so far all’s well,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1561,"Love the color, material is good, fits great and decent price.
I dislike that you need to buy a premium membership to get detailed sleep tracking, and that the count is a bit off for the actual steps talen.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1562,"Broken strap after 6 weeks, watch is fantastic but am going to have to buy a new strap so the watch is more expensive ( think the strap is a pretty common defect).",3.0 out of 5 stars,Fitbit FB507BKBK Versa
1577,Super,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1578,"Really pleased about the exercise tracking, and the battery life last way longer than my last Fitbit and can wear  it when I am swimming as well.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1580,"Tutto devo provarlo ancora, al momento ottimo",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1583,Brilliant,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1586,bought for the wife who thinks it is great..,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1587,No good,1.0 out of 5 stars,Fitbit FB507BKBK Versa
1590,Great smart watch,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1592,Nice.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1598,Imposible hacerle funcionar.,2.0 out of 5 stars,Fitbit FB507BKBK Versa
1613,I Have tried the sleep tracking but not to my expectations. It's not a friendly user.:((,2.0 out of 5 stars,Fitbit FB507BKBK Versa
1617,"lightweight and easy to read,",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1618,The charge isnt very good some state holds 5 days hut mine holds 3-4,3.0 out of 5 stars,Fitbit FB507BKBK Versa
1620,All things are very good.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1621,I like it a lot,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1633,"Absolutely love this, wouldn't be without it now.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1634,I like watch but Fitbit apps are limited,4.0 out of 5 stars,Fitbit FB507BKBK Versa
1635,"l ho regalato a mio figlio,ottimo android watch,perfetto in tutto.Da consigliare",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1642,Funziona benissimo,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1644,"LINEの通知が来ないのでAmazonで交換手続きしてもらいました。
しかしLINE通知は来ません。
ライン通知がこないスマートウォッチでは高過ぎる買い物ですね。おすすめしません。
交換手続きできたと思ったのに傷があるため返品できませんとメールきてました。交換品送り返さないといけないみたいです。
購入して自分のものだと思って使っていたので時計だし小傷もつきますよね。不良品と気づき交換お願いしたのに交換できませんと、、使わなきゃ不良品と気づきませんよね。しかも交換品届いた時点で返品できないと思わないから普通に開けて使ってます。これも傷になってたら不良品もう一つ購入することになりますね。だったら返品確認できてから交換品送るとかすればいいのに。最低最悪。購入絶対おすすめしません",1.0 out of 5 stars,Fitbit FB507BKBK Versa
1645,Horrible product don't buy,1.0 out of 5 stars,Fitbit FB507BKBK Versa
1647,So far so good. Liked it.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1651,"Smartwatch elegante y de gran calidad.
Facil uso y configuración.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1653,"Great tracker, good price, delivery and service",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1656,Excellent,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1657,Love it! Stylish and efficient. The app is way to use. In use primarily for swimming tracking for which it is really accurate.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1664,"Costruito con ottimi materiali, molto intuitivo, facile da utilizzare. È un prodotto che è adatto per un uso no specificatamente sportivo",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1667,The product stopped working properly within 6 months of the purchase,1.0 out of 5 stars,Fitbit FB507BKBK Versa
1672,"Costa poco e ha tante opzioni e app installabili.
Molto comoda l’integrazione con Alexa.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1679,"Macht was er verspricht.
App wenig und zu teuer, zb. Ein Display Modus auch bei 9.90
Oft mit Huawei trennt sich",4.0 out of 5 stars,Fitbit FB507BKBK Versa
1681,Love my Fitbit ..easy to use ..logs sleep ...has all you need ..,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1683,Brilliant service ..,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1686,Product as expected,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1687,"There are no service centers in India.
You won't get any service after you purchase this product.
My watch screen came out after a year and there was no option to fix it nor company gave us any idea to fix our problem. The service center clearly said, ""you need to throw this product and buy a new one"".",1.0 out of 5 stars,Fitbit FB507BKBK Versa
1695,As fit bit normal use  Alexa is not very helpful,3.0 out of 5 stars,Fitbit FB507BKBK Versa
1699,Love it!,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1700,Not at all worth,1.0 out of 5 stars,Fitbit FB507BKBK Versa
1704,"Non mi dilungo molto con le parole ma con le stelle. 10, grande smart watch ❤️",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1705,Very happy with this item,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1709,Cannot do quick reply.,4.0 out of 5 stars,Fitbit FB507BKBK Versa
1711,Brilliant! Much better than expected!,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1716,Good product,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1717,There is only one side belt in the box. No other side belt.,3.0 out of 5 stars,Fitbit FB507BKBK Versa
1718,Better than my last Fitbit shows more data and very comfortable on my wrist,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1723,"My newly purchased Fitbit Versa 2 stopped being touch sensitive after 2 months. A warranty replacement was confirmed and month ago (with me posting my unit) and I have been told it will be at least another 2 more weeks until I see it, all the while eating into the warranty period. And I am the one who has to chase up whats going on all the time.",1.0 out of 5 stars,Fitbit FB507BKBK Versa
1725,Would not buy this brand again,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1726,Fantastic watch bought for my partner for her birthday,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1731,Perfetto,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1740,"I like the watch, hourly reminding for your daily steps achievement, battery lasting is very good approximately 3 days.
Only thing what I’m not happy with is the running tracking. I usually use another running app Together with Fitbit and realised that on 5.3 km running distance the Fitbit shows only 4.27km. I downloaded another running app to see  the tracking there which confirmed 5.3km run. It seems that Fitbit is not very accurate showing 1km difference on 5km run. I personally think this is a huge difference.",3.0 out of 5 stars,Fitbit FB507BKBK Versa
1742,Really nice on and very comfortable. The app seems to be really accurate and the watch itself is great at notifying you!,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1745,so affordable for everything that was received in the box. packaged great and very protected. love this product worth every dollar.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1746,Its ok. Not as exciting as I thought it would be.,4.0 out of 5 stars,Fitbit FB507BKBK Versa
1751,Motiviert mich zur Bewegung,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1753,It fulfilled all my expectations so I am ok with this product,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1755,Looks great. Has all the health tracking available. Solid build quality.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1761,Horrible product. Please don't buy it. Didn't sync with the app.,1.0 out of 5 stars,Fitbit FB507BKBK Versa
1764,Elegant and stylish piece at a reasonable price,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1765,Better than the blaze,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1771,Is the emi payment fully done as I am getting calls that I still have to pay rs 1633,1.0 out of 5 stars,Fitbit FB507BKBK Versa
1779,works well,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1785,Qualità del sonno ottima,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1789,Bought when on offer so excellent value,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1792,The versa was delivered few days ibefore the delivery date so that was great. We have used Fitbit before so love the smart watch.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1795,Fabulous - love all the different health metrics etc,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1796,"It looks nice.
Good packaging.
Delivered on time",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1798,"Ottimo prodotto, peccato che per accedere ad alcune funzioni si deve sottoscrivere l'abbonamento.",4.0 out of 5 stars,Fitbit FB507BKBK Versa
1804,"Worth it, nice one",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1807,Bought it for my wife’s a surprise ...happy wife happy life ;),5.0 out of 5 stars,Fitbit FB507BKBK Versa
1816,Value for money good tracking sleep and steps excellent,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1817,"What an amazing product. I have used this from 1year and it make me motivated. Thanks ""Fitbit""",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1822,Amazing quality .,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1824,Soft band. Works well,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1826,"Super gelaufen,  Super schnelle Lieferung,  gute Qualität..leicht zu tragen..top👍👍👍👍",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1827,Weihnachten gerettet Danke gerne wieder.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1830,Schnelle Lieferung. funktioniert einwandfrei!,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1831,"Received a box that was already opened by someone else. The watch had no plastic wrapper on it like seen in other unboxing videos. Tried turning on the watch without luck. Kept it on charge for a couple and hours, & tried different chargers and still no luck. Decided to return it since it was clearly a defective product. Super disappointed with the experience!!",1.0 out of 5 stars,Fitbit FB507BKBK Versa
1832,"Pretty product, came quickly. Fairly easy to set up etc.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1833,Amazing,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1841,"Ich liebe meine neue Versa 2 und bin begeistert von den vielen Funktionen. Das Akku hält bei mir 5 Tage, was ich o.k. finde.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1845,Nice watch with good battery life and more accurate readings... Value for money,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1852,Great watch. Worth money,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1855,Wrist band colour is too full.,3.0 out of 5 stars,Fitbit FB507BKBK Versa
1857,It’s great!,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1858,Me encanta color y comodidad,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1862,Supi,4.0 out of 5 stars,Fitbit FB507BKBK Versa
1864,"Pensaba que seria mejor,quizas no lo se programar pero no me avisa cuando llega algún mensaje ni vibra,me ha decepcionado mucho.",2.0 out of 5 stars,Fitbit FB507BKBK Versa
1868,It's great and simple to use,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1869,l'orologio fa decisamente schifo per quanto riguarda il collegamento al  proprio smartfone è si è bloccato le istruzioni mancano ci sono 2 righe e rizzati.  lo  sconsiglio vivamente,1.0 out of 5 stars,Fitbit FB507BKBK Versa
1873,"Ottimo prodotto, originale, imballato confezione originale. Che dire...quello che volevo è perfetto in tutto. Lo adoro 😍",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1874,"Ich liebe sie einfach 😍👍
Endlich trinke ich genug...
Endlich achte ich drauf mich ausreichend zu bewegen ect 👍👍👍",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1876,Hat leider nicht funktiomiert,4.0 out of 5 stars,Fitbit FB507BKBK Versa
1878,Super cool. Danke gerne wieder,4.0 out of 5 stars,Fitbit FB507BKBK Versa
1881,I love my Versa 2 except 2 days after getting it Fitbit did an update and now no notifications are coming through to it. Kind of defeats the purpose of having it and not looking at your phone. Otherwise it's great.,3.0 out of 5 stars,Fitbit FB507BKBK Versa
1883,This product is not working.I want replacement for this product.,1.0 out of 5 stars,Fitbit FB507BKBK Versa
1884,Genügte nicht meinen Ansprüchen,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1887,The notifications get unsynced again and again. Have to uninstall and reinstall the app to deal with it,3.0 out of 5 stars,Fitbit FB507BKBK Versa
1896,Ein super Uhr wo sehr gut funktioniert,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1897,"Early days yet, but so far so good. very attractive and easy to set up.Great display with loverly colours.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1899,Excellent,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1902,"I love my Fitbit versa 2 watch it’s made me want to get to 10,000 steps everyday. Easy to use",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1908,Works as should and fast delivery,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1913,"Very clear display, tracks steps etc and looks good on.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
